suz_word	npi_word	frequency
यूहन्‍ना	महत्त्‍वको	2
क्‍येङा	उनीभन्दा	2
साइ	यूहन्‍ना	2
नोफा	सुन्‍ने	2
मुलाक्‍त	पुस्तालाई	2
बजारमी	बजारमा	2
ताप्‍कानु	तिमीहरूका	2
सिल	बाँसुरी	2
ङाक्‍कानु	बजायौँ	2
सिल	नाचेनौ	2
ङाक्‍कानु	गर्‍यौँ	2
मङाक्‍नी	रोएनौ	2
बाक्‍शा	रोटी	2
बाक्‍शा	खाँदै	2
धोक्रे	खाँदै	2
राकसीमी	पिउँदै	2
राकसीमी	घिचुवा	2
गेमी	तँमा	2
कना	पहिले	2
भाङरा	भाङ्ग्रा	2
भाङरा	खरानी	2
सीदोन	सीदोनको	2
कापेरनाउम	कफर्नहुम	2
ङा	भनी	2
तोक्‍चा	तँलाई	2
तोक्‍चा	पातालमा	2
ताइनीम	हुनेछ	2
मिम्‍ब	समझदारहरूबाट	2
रुप्‍तीक	लुकाउनुभयो	2
।	गराउनुभयो	2
मतुइक्‍ब	साना	2
रुप्‍तीक	बालकहरूजस्ता	2
गेनन्‍नी	दिनेछु	2
ब्रेम्‍शो	कोमल	2
थुं	हृदयको	2
थुं	आत्माको	2
शोइश्‍शा	टिप्दै	2
पचा	अनुचित	2
बेक्‍मानु	दाऊदले	2
चढ़ेशो	उपस्थितिको	2
दोस	पुजारीहरूले	2
चहिं	अपवित्र	2
यावेमी	व्यवस्थामा	2
दुम्‍बा	पार्नु	2
भेडा	होला	2
भेडा	भेडाभन्दा	2
दिंदो	पसार	2
दिंसेनु	पसार्‍यो	2
?	सकिन्छ	2
गाक्‍त	निस्कनुभयो	2
सोइक्‍ताक्‍मी	आदेश	2
आन	न्यायको	2
रेयके	कराउनेछन्	2
पित्‍थ	गल्लीहरूमा	2
काप्‍चशो	उनले	2
तशो	व्यक्‍ति	2
सापाइक्‍तु	निको	2
पाप्‍तु	पार्नुभयो	2
सापाइक्‍तु	सक्‍ने	2
मेकेर	भिड	2
सक्तिम	बालजिबुलद्वारा	2
वोल	भूतात्माहरू	2
निसाफ	न्यायाधीश	2
मारेइ	सामानहरू	2
मगारब	छैन	2
पुंइसीनीम	हुनेछ	2
मक्‍याम्‍सीब	हुनेछैन	2
रागीम	परमेश्‍वरका	2
शुक्‍शी	बोल्छ	2
ताइनीम	गरिनेछ	2
मक्‍याम्‍सीब	संसारमा	2
यो	क्षमा	2
थाम्‍शा	फललाई	2
खलकपुकी	सन्तानहरू	2
मुरुमी	कुराले	2
शोव़चा	लेखा	2
माल्‍नीम	दिनेछन्	2
लोव़मीन	वचनद्वारा	2
चिन्‍ड	चिन्हबाहेक	2
मकोंइनुङमी	दिइनेछैन	2
बोक्‍शा	हुनेछन्	2
दोसी	निन्दा	2
सुइक्‍नीम	गर्नेछन्	2
योना	योनाभन्दा	2
पची	दक्षिणकी	2
बोक्‍शा	रानी	2
पिप	कुनाबाट	2
जाक्‍माक्‍त	आइन्	2
सोलोमन	सोलोमनभन्दा	2
गाक्‍ब	जान्छ	2
ङोंइती	म	2
बाक्‍तीकेमीन	जहाँबाट	2
फिक्‍शा	घर	2
ग्रांग्रा	दुष्‍ट	2
क्‍येङा	पछिल्लो	2
पाला	पुस्ताको	2
बाक्‍मेनु	हुनुहुन्थ्यो	2
ममा	तपाईंकी	2
पाइबपुकीन	मेरी	2
नेक्‍था	किनारमा	2
शोक्‍थ	छर्न	2
चिक्‍बीम	चराहरू	2
ग्‍याङग्रो	बिउहरूचाहिँ	2
ग्‍याङग्रो	माटो	2
जिव	माटो	2
वामा	गहिरो	2
पवानु	लाग्यो	2
सु	जोसँग	2
शेंनीनी	बोल्नुहुन्छ	2
रुप्‍तीक	बुझ्‍ने	2
तेम्‍शा	जोसँग	2
थीबमी	उसलाई	2
नेसी	अगमवक्‍ताको	2
हना	भन्छन्	2
नेंनीनी	सुन्छौ	2
नेंनेम	पार्ने	2
क्रिप्‍शो	बन्द	2
नेंशो	धेरै	2
नेसी	अगमवक्‍ताहरू	2
मतामे	सुनेनन्	2
,	आउँछ	2
जुक्‍शो	हृदयमा	2
वांचेर	छरिएको	2
लांमी	खोसेर	2
जुक्‍शो	लैजान्छ	2
सैतानमी	बिउ	2
बिश्‍शा	खुसीसाथ	2
थोक्‍चा	हुँदैन	2
श्‍येत	सतावट	2
थु	ठेस	2
नेंब	सुन्छ	2
ओदेंशो	मानिसजस्तो	2
रूमी	जमिनमा	2
शोक्‍गा	छर्‍यो	2
सुवा	बारीमा	2
पाइबपुकीमी	मालिकका	2
सुवा	सामाहरूलाई	2
रुप्‍ची	कटनीको	2
आं	भन्‍नेछु	2
फ्रेंशा	बाँध	2
वोतीने	गर	2
वाशा	यो	2
चिक्‍बीम	आकाशका	2
ग्‍योव़	यसका	2
ग्‍योव़	हाँगाहरूमा	2
फस	नफुलेसम्म	2
नमी	पुत्रहरू	2
सैतान	दुष्‍टका	2
पा	यो	2
निसाफ	संसारको	2
गेय	स्वर्गदूतहरूलाई	2
सोइक्‍ब	पठाउनेछन्	2
राज्‍य	राज्यबाट	2
हुम्‍नीम	भट्टीमा	2
हुम्‍नीम	फालिदिनेछन्	2
नां	सूर्यझैँ	2
रू	जमिनमा	2
आइक्‍के	उसँग	2
बाक्‍त	किन्यो	2
ठीक	धर्मीहरूका	2
दाते	माझबाट	2
दुम्‍शो	बनेको	2
खोदेंशो	मानिसजस्तो	2
माइत	पुराना	2
थोव़क	चिजहरू	2
थुम्‍शा	सक्‍नुभएपछि	2
रे	ठाउँबाट	2
सहरम	नगरमा	2
नेंबपुकीमी	आश्‍चर्य	2
माइश्‍शो	भनेका	2
आन	हेरोदले	2
सुइश्‍शो	मान्थे	2
हेरोदनी	हेरोदियासकी	2
तमीमी	छोरीले	2
सिल	नाचिन्	2
सोइश्‍शा	पठाए	2
मबाक्‍तीकेम	एकान्त	2
बाक्‍त	पछ्याए	2
लचा	उनीहरूलाई	2
ममाल्‍नीम	आवश्यक	2
ङांइ	ल्याओ	2
शोब्‍ले	दिनुभयो	2
जाम्‍तेक्‍म	भए	2
हेंशो	बाँकी	2
आलपुकी	बालबालिकाहरूबाहेक	2
डोंगामी	उहाँभन्दा	2
पिशो	हिँडिरहनुभएको	2
ब्‍वाक्‍कु	पानीमा	2
बाक्‍नी	हुनुहुन्छ	2
जाक्‍दीत्‍तेक्‍म	आइपुग्‍नुभयो	2
रागीम	वरपरका	2
पाइब	भएकाहरू	2
कली	उहाँकहाँ	2
थीमे	छोए	2
जोक्‍ब	अगुवाहरूको	2
अरेशो	आज्ञालाई	2
पचा	गर	2
गेचा	गर्नुपर्ने	2
थिती	परम्पराहरूका	2
कपटीपुकी	पाखण्डीहरू	2
शोव़	ओठले	2
थुंमी	हृदय	2
रुपीने	सुन	2
ओव़ब	पस्‍ने	2
फरिसीपुकी	फरिसीहरूले	2
मताइबमी	अर्को	2
गेपुकी	अझै	2
लाइब	जान्छ	2
ग्रूशो	आउँछन्	2
सेल्‍ब	तुल्याउँदछन्	2
पचा	निस्कन्छन्	2
मचिक्‍थु	नधोई	2
मपाइब	बनाउँदैन	2
